Orthogroup	CRCR_fixednames	CRFI_fixednames	Total
OG0012493	1	1	2
OG0012494	1	1	2
OG0012495	1	1	2
OG0012496	1	1	2
OG0012497	1	1	2
OG0012498	1	1	2
OG0012499	1	1	2
OG0012500	1	1	2
OG0012501	1	1	2
OG0012502	2	0	2
OG0012503	2	0	2
OG0012504	1	1	2
OG0012505	1	1	2
OG0012506	1	1	2
OG0012507	1	1	2
OG0012508	1	1	2
OG0012509	1	1	2
OG0012510	1	1	2
OG0012511	1	1	2
OG0012512	1	1	2
OG0012513	1	1	2
OG0012514	1	1	2
OG0012515	1	1	2
OG0012516	1	1	2
OG0012517	1	1	2
OG0012518	1	1	2
OG0012519	1	1	2
OG0012520	1	1	2
OG0012521	1	1	2
OG0012522	1	1	2
OG0012523	1	1	2
OG0012524	2	0	2
OG0012525	1	1	2
OG0012526	2	0	2
OG0012527	1	1	2
OG0012528	1	1	2
OG0012529	2	0	2
OG0012530	1	1	2
OG0012531	1	1	2
OG0012532	1	1	2
OG0012533	1	1	2
OG0012534	1	1	2
OG0012535	1	1	2
OG0012536	2	0	2
OG0012537	1	1	2
OG0012538	1	1	2
OG0012539	1	1	2
OG0012540	1	1	2
OG0012541	1	1	2
OG0012542	1	1	2
OG0012543	1	1	2
OG0012544	1	1	2
OG0012545	1	1	2
OG0012546	1	1	2
OG0012547	1	1	2
OG0012548	1	1	2
OG0012549	1	1	2
OG0012550	1	1	2
OG0012551	1	1	2
OG0012552	1	1	2
OG0012553	1	1	2
OG0012554	1	1	2
OG0012555	1	1	2
OG0012556	1	1	2
OG0012557	1	1	2
OG0012558	1	1	2
OG0012559	2	0	2
OG0012560	1	1	2
OG0012561	1	1	2
OG0012562	1	1	2
OG0012563	1	1	2
OG0012564	1	1	2
OG0012565	1	1	2
OG0012566	1	1	2
OG0012567	1	1	2
OG0012568	1	1	2
OG0012569	2	0	2
OG0012570	1	1	2
OG0012571	1	1	2
OG0012572	1	1	2
OG0012573	1	1	2
OG0012574	2	0	2
OG0012575	1	1	2
OG0012576	1	1	2
OG0012577	1	1	2
OG0012578	1	1	2
OG0012579	1	1	2
OG0012580	1	1	2
OG0012581	1	1	2
OG0012582	1	1	2
OG0012583	1	1	2
OG0012584	1	1	2
OG0012585	1	1	2
OG0012586	1	1	2
OG0012587	1	1	2
OG0012588	1	1	2
OG0012589	1	1	2
OG0012590	1	1	2
OG0012591	1	1	2
OG0012592	2	0	2
OG0012593	1	1	2
OG0012594	1	1	2
OG0012595	1	1	2
OG0012596	1	1	2
OG0012597	1	1	2
OG0012598	1	1	2
OG0012599	1	1	2
OG0012600	2	0	2
OG0012601	1	1	2
OG0012602	2	0	2
OG0012603	1	1	2
OG0012604	1	1	2
OG0012605	1	1	2
OG0012606	1	1	2
OG0012607	1	1	2
OG0012608	1	1	2
OG0012609	1	1	2
OG0012610	1	1	2
OG0012611	1	1	2
OG0012612	1	1	2
OG0012613	1	1	2
OG0012614	2	0	2
OG0012615	1	1	2
OG0012616	1	1	2
OG0012617	1	1	2
OG0012618	1	1	2
OG0012619	1	1	2
OG0012620	1	1	2
OG0012621	1	1	2
OG0012622	1	1	2
OG0012623	1	1	2
OG0012624	1	1	2
OG0012625	1	1	2
OG0012626	1	1	2
OG0012627	1	1	2
OG0012628	1	1	2
OG0012629	1	1	2
OG0012630	1	1	2
OG0012631	1	1	2
OG0012632	1	1	2
OG0012633	1	1	2
OG0012634	1	1	2
OG0012635	2	0	2
OG0012636	1	1	2
OG0012637	1	1	2
OG0012638	1	1	2
OG0012639	1	1	2
OG0012640	1	1	2
OG0012641	1	1	2
OG0012642	1	1	2
OG0012643	1	1	2
OG0012644	1	1	2
OG0012645	1	1	2
OG0012646	1	1	2
OG0012647	1	1	2
OG0012648	1	1	2
OG0012649	1	1	2
OG0012650	1	1	2
OG0012651	1	1	2
OG0012652	1	1	2
OG0012653	1	1	2
OG0012654	1	1	2
OG0012655	1	1	2
OG0012656	1	1	2
OG0012657	1	1	2
OG0012658	1	1	2
OG0012659	1	1	2
OG0012660	1	1	2
OG0012661	2	0	2
OG0012662	1	1	2
OG0012663	1	1	2
OG0012664	1	1	2
OG0012665	1	1	2
OG0012666	1	1	2
OG0012667	1	1	2
OG0012668	1	1	2
OG0012669	2	0	2
OG0012670	1	1	2
OG0012671	1	1	2
OG0012672	1	1	2
OG0012673	1	1	2
OG0012674	1	1	2
OG0012675	2	0	2
OG0012676	1	1	2
OG0012677	1	1	2
OG0012678	1	1	2
OG0012679	1	1	2
OG0012680	1	1	2
OG0012681	1	1	2
OG0012682	1	1	2
OG0012683	1	1	2
OG0012684	1	1	2
OG0012685	2	0	2
OG0012686	2	0	2
OG0012687	2	0	2
OG0012688	2	0	2
OG0012689	1	1	2
OG0012690	1	1	2
OG0012691	1	1	2
OG0012692	1	1	2
OG0012693	2	0	2
OG0012694	2	0	2
OG0012695	1	1	2
OG0012696	1	1	2
OG0012697	1	1	2
OG0012698	2	0	2
OG0012699	1	1	2
OG0012700	1	1	2
OG0012701	1	1	2
OG0012702	1	1	2
OG0012703	1	1	2
OG0012704	1	1	2
OG0012705	1	1	2
OG0012706	1	1	2
OG0012707	1	1	2
OG0012708	2	0	2
OG0012709	1	1	2
OG0012710	1	1	2
OG0012711	1	1	2
OG0012712	1	1	2
OG0012713	1	1	2
OG0012714	1	1	2
OG0012715	1	1	2
OG0012716	1	1	2
OG0012717	1	1	2
OG0012718	1	1	2
OG0012719	1	1	2
OG0012720	1	1	2
OG0012721	1	1	2
OG0012722	1	1	2
OG0012723	1	1	2
OG0012724	1	1	2
OG0012725	1	1	2
OG0012726	1	1	2
OG0012727	1	1	2
OG0012728	1	1	2
OG0012729	1	1	2
OG0012730	1	1	2
OG0012731	1	1	2
OG0012732	1	1	2
OG0012733	1	1	2
OG0012734	1	1	2
OG0012735	1	1	2
OG0012736	1	1	2
OG0012737	1	1	2
OG0012738	1	1	2
OG0012739	1	1	2
OG0012740	2	0	2
OG0012741	1	1	2
OG0012742	1	1	2
OG0012743	1	1	2
OG0012744	1	1	2
OG0012745	1	1	2
OG0012746	1	1	2
OG0012747	1	1	2
OG0012748	1	1	2
OG0012749	1	1	2
OG0012750	1	1	2
OG0012751	2	0	2
OG0012752	1	1	2
OG0012753	2	0	2
OG0012754	1	1	2
OG0012755	1	1	2
OG0012756	2	0	2
OG0012757	1	1	2
OG0012758	1	1	2
OG0012759	1	1	2
OG0012760	1	1	2
OG0012761	1	1	2
OG0012762	1	1	2
OG0012763	1	1	2
OG0012764	2	0	2
OG0012765	1	1	2
OG0012766	1	1	2
OG0012767	1	1	2
OG0012768	1	1	2
OG0012769	1	1	2
OG0012770	1	1	2
OG0012771	2	0	2
OG0012772	1	1	2
OG0012773	1	1	2
OG0012774	1	1	2
OG0012775	1	1	2
OG0012776	1	1	2
OG0012777	1	1	2
OG0012778	1	1	2
OG0012779	2	0	2
OG0012780	1	1	2
OG0012781	2	0	2
OG0012782	1	1	2
OG0012783	1	1	2
OG0012784	1	1	2
OG0012785	1	1	2
OG0012786	1	1	2
OG0012787	1	1	2
OG0012788	1	1	2
OG0012789	1	1	2
OG0012790	1	1	2
OG0012791	1	1	2
OG0012792	1	1	2
OG0012793	1	1	2
OG0012794	1	1	2
OG0012795	1	1	2
OG0012796	2	0	2
OG0012797	1	1	2
OG0012798	1	1	2
OG0012799	1	1	2
OG0012800	2	0	2
OG0012801	1	1	2
OG0012802	1	1	2
OG0012803	1	1	2
OG0012804	1	1	2
OG0012805	1	1	2
OG0012806	1	1	2
OG0012807	1	1	2
OG0012808	1	1	2
OG0012809	1	1	2
OG0012810	1	1	2
OG0012811	1	1	2
OG0012812	1	1	2
OG0012813	1	1	2
OG0012814	2	0	2
OG0012815	1	1	2
OG0012816	1	1	2
OG0012817	1	1	2
OG0012818	1	1	2
OG0012819	1	1	2
OG0012820	1	1	2
OG0012821	1	1	2
OG0012822	1	1	2
OG0012823	2	0	2
OG0012824	1	1	2
OG0012825	1	1	2
OG0012826	1	1	2
OG0012827	1	1	2
OG0012828	1	1	2
OG0012829	1	1	2
OG0012830	1	1	2
OG0012831	1	1	2
OG0012832	1	1	2
OG0012833	1	1	2
OG0012834	1	1	2
OG0012835	1	1	2
OG0012836	1	1	2
OG0012837	1	1	2
OG0012838	1	1	2
OG0012839	2	0	2
OG0012840	1	1	2
OG0012841	1	1	2
OG0012842	1	1	2
OG0012843	1	1	2
OG0012844	1	1	2
OG0012845	1	1	2
OG0012846	1	1	2
OG0012847	1	1	2
OG0012848	1	1	2
OG0012849	1	1	2
OG0012850	1	1	2
OG0012851	1	1	2
OG0012852	1	1	2
OG0012853	1	1	2
OG0012854	1	1	2
OG0012855	1	1	2
OG0012856	1	1	2
OG0012857	2	0	2
OG0012858	1	1	2
OG0012859	1	1	2
OG0012860	1	1	2
OG0012861	1	1	2
OG0012862	1	1	2
OG0012863	1	1	2
OG0012864	2	0	2
OG0012865	1	1	2
OG0012866	1	1	2
OG0012867	1	1	2
OG0012868	1	1	2
OG0012869	1	1	2
OG0012870	1	1	2
OG0012871	1	1	2
OG0012872	2	0	2
OG0012873	1	1	2
OG0012874	1	1	2
OG0012875	1	1	2
OG0012876	1	1	2
OG0012877	1	1	2
OG0012878	1	1	2
OG0012879	1	1	2
OG0012880	1	1	2
OG0012881	1	1	2
OG0012882	2	0	2
OG0012883	1	1	2
OG0012884	1	1	2
OG0012885	2	0	2
OG0012886	1	1	2
OG0012887	1	1	2
OG0012888	1	1	2
OG0012889	2	0	2
OG0012890	1	1	2
OG0012891	1	1	2
OG0012892	1	1	2
OG0012893	1	1	2
OG0012894	1	1	2
OG0012895	1	1	2
OG0012896	2	0	2
OG0012897	1	1	2
OG0012898	1	1	2
OG0012899	1	1	2
OG0012900	1	1	2
OG0012901	1	1	2
OG0012902	1	1	2
OG0012903	2	0	2
OG0012904	1	1	2
OG0012905	1	1	2
OG0012906	1	1	2
OG0012907	2	0	2
OG0012908	1	1	2
OG0012909	1	1	2
OG0012910	1	1	2
OG0012911	1	1	2
OG0012912	1	1	2
OG0012913	1	1	2
OG0012914	2	0	2
OG0012915	1	1	2
OG0012916	1	1	2
OG0012917	1	1	2
OG0012918	1	1	2
OG0012919	1	1	2
OG0012920	1	1	2
OG0012921	1	1	2
OG0012922	1	1	2
OG0012923	1	1	2
OG0012924	2	0	2
OG0012925	2	0	2
OG0012926	2	0	2
OG0012927	1	1	2
OG0012928	1	1	2
OG0012929	1	1	2
OG0012930	1	1	2
OG0012931	1	1	2
OG0012932	2	0	2
OG0012933	1	1	2
OG0012934	1	1	2
OG0012935	1	1	2
OG0012936	1	1	2
OG0012937	1	1	2
OG0012938	1	1	2
OG0012939	1	1	2
OG0012940	1	1	2
OG0012941	1	1	2
OG0012942	1	1	2
OG0012943	1	1	2
OG0012944	1	1	2
OG0012945	1	1	2
OG0012946	1	1	2
OG0012947	1	1	2
OG0012948	2	0	2
OG0012949	1	1	2
OG0012950	1	1	2
OG0012951	1	1	2
OG0012952	1	1	2
OG0012953	1	1	2
OG0012954	1	1	2
OG0012955	1	1	2
OG0012956	1	1	2
OG0012957	1	1	2
OG0012958	1	1	2
OG0012959	1	1	2
OG0012960	1	1	2
OG0012961	2	0	2
OG0012962	1	1	2
OG0012963	1	1	2
OG0012964	1	1	2
OG0012965	1	1	2
OG0012966	1	1	2
OG0012967	1	1	2
OG0012968	1	1	2
OG0012969	1	1	2
OG0012970	1	1	2
OG0012971	1	1	2
OG0012972	1	1	2
OG0012973	1	1	2
OG0012974	1	1	2
OG0012975	1	1	2
OG0012976	1	1	2
OG0012977	1	1	2
OG0012978	1	1	2
OG0012979	1	1	2
OG0012980	1	1	2
OG0012981	1	1	2
OG0012982	2	0	2
OG0012983	1	1	2
OG0012984	1	1	2
OG0012985	1	1	2
OG0012986	2	0	2
OG0012987	1	1	2
OG0012988	1	1	2
OG0012989	2	0	2
OG0012990	1	1	2
OG0012991	1	1	2
OG0012992	1	1	2
OG0012993	1	1	2
OG0012994	1	1	2
OG0012995	1	1	2
OG0012996	1	1	2
OG0012997	1	1	2
OG0012998	1	1	2
OG0012999	2	0	2
OG0013000	1	1	2
OG0013001	1	1	2
OG0013002	1	1	2
OG0013003	1	1	2
OG0013004	1	1	2
OG0013005	1	1	2
OG0013006	1	1	2
OG0013007	1	1	2
OG0013008	1	1	2
OG0013009	2	0	2
OG0013010	1	1	2
OG0013011	1	1	2
OG0013012	1	1	2
OG0013013	1	1	2
OG0013014	1	1	2
OG0013015	1	1	2
OG0013016	1	1	2
OG0013017	1	1	2
OG0013018	1	1	2
OG0013019	1	1	2
OG0013020	1	1	2
OG0013021	1	1	2
OG0013022	1	1	2
OG0013023	2	0	2
OG0013024	2	0	2
OG0013025	1	1	2
OG0013026	1	1	2
OG0013027	1	1	2
OG0013028	1	1	2
OG0013029	1	1	2
OG0013030	2	0	2
OG0013031	1	1	2
OG0013032	1	1	2
OG0013033	1	1	2
OG0013034	1	1	2
OG0013035	1	1	2
OG0013036	1	1	2
OG0013037	1	1	2
OG0013038	1	1	2
OG0013039	1	1	2
OG0013040	1	1	2
OG0013041	1	1	2
OG0013042	1	1	2
OG0013043	1	1	2
OG0013044	1	1	2
OG0013045	1	1	2
OG0013046	1	1	2
OG0013047	1	1	2
OG0013048	1	1	2
OG0013049	2	0	2
OG0013050	2	0	2
OG0013051	1	1	2
OG0013052	1	1	2
OG0013053	1	1	2
OG0013054	1	1	2
OG0013055	1	1	2
OG0013056	1	1	2
OG0013057	1	1	2
OG0013058	1	1	2
OG0013059	1	1	2
OG0013060	1	1	2
OG0013061	1	1	2
OG0013062	1	1	2
OG0013063	1	1	2
OG0013064	1	1	2
OG0013065	1	1	2
OG0013066	1	1	2
OG0013067	1	1	2
OG0013068	1	1	2
OG0013069	1	1	2
OG0013070	1	1	2
OG0013071	2	0	2
OG0013072	1	1	2
OG0013073	1	1	2
OG0013074	2	0	2
OG0013075	1	1	2
OG0013076	1	1	2
OG0013077	2	0	2
OG0013078	1	1	2
OG0013079	1	1	2
OG0013080	1	1	2
OG0013081	1	1	2
OG0013082	1	1	2
OG0013083	1	1	2
OG0013084	1	1	2
OG0013085	2	0	2
OG0013086	1	1	2
OG0013087	1	1	2
OG0013088	1	1	2
OG0013089	1	1	2
OG0013090	2	0	2
OG0013091	1	1	2
OG0013092	1	1	2
OG0013093	1	1	2
OG0013094	1	1	2
OG0013095	1	1	2
OG0013096	1	1	2
OG0013097	1	1	2
OG0013098	1	1	2
OG0013099	1	1	2
OG0013100	1	1	2
OG0013101	1	1	2
OG0013102	1	1	2
OG0013103	1	1	2
OG0013104	1	1	2
OG0013105	1	1	2
OG0013106	1	1	2
OG0013107	2	0	2
OG0013108	2	0	2
OG0013109	2	0	2
OG0013110	1	1	2
OG0013111	1	1	2
OG0013112	1	1	2
OG0013113	2	0	2
OG0013114	2	0	2
OG0013115	1	1	2
OG0013116	1	1	2
OG0013117	1	1	2
OG0013118	1	1	2
OG0013119	1	1	2
OG0013120	1	1	2
OG0013121	1	1	2
OG0013122	1	1	2
OG0013123	1	1	2
OG0013124	1	1	2
OG0013125	2	0	2
OG0013126	1	1	2
OG0013127	1	1	2
OG0013128	2	0	2
OG0013129	1	1	2
OG0013130	1	1	2
OG0013131	1	1	2
OG0013132	2	0	2
OG0013133	1	1	2
OG0013134	1	1	2
OG0013135	1	1	2
OG0013136	1	1	2
OG0013137	1	1	2
OG0013138	1	1	2
OG0013139	1	1	2
OG0013140	1	1	2
OG0013141	1	1	2
OG0013142	1	1	2
OG0013143	1	1	2
OG0013144	1	1	2
OG0013145	2	0	2
OG0013146	2	0	2
OG0013147	2	0	2
OG0013148	1	1	2
OG0013149	1	1	2
OG0013150	1	1	2
OG0013151	1	1	2
OG0013152	2	0	2
OG0013153	1	1	2
OG0013154	1	1	2
OG0013155	1	1	2
OG0013156	1	1	2
OG0013157	1	1	2
OG0013158	1	1	2
OG0013159	1	1	2
OG0013160	1	1	2
OG0013161	1	1	2
OG0013162	1	1	2
OG0013163	1	1	2
OG0013164	1	1	2
OG0013165	1	1	2
OG0013166	2	0	2
OG0013167	2	0	2
OG0013168	2	0	2
OG0013169	2	0	2
OG0013170	1	1	2
OG0013171	1	1	2
OG0013172	1	1	2
OG0013173	1	1	2
OG0013174	1	1	2
OG0013175	1	1	2
OG0013176	1	1	2
OG0013177	1	1	2
OG0013178	1	1	2
OG0013179	1	1	2
OG0013180	1	1	2
OG0013181	2	0	2
OG0013182	2	0	2
OG0013183	1	1	2
OG0013184	1	1	2
OG0013185	2	0	2
OG0013186	1	1	2
OG0013187	1	1	2
OG0013188	1	1	2
OG0013189	1	1	2
OG0013190	1	1	2
OG0013191	1	1	2
OG0013192	1	1	2
OG0013193	1	1	2
OG0013194	1	1	2
OG0013195	1	1	2
OG0013196	2	0	2
OG0013197	1	1	2
OG0013198	1	1	2
OG0013199	1	1	2
OG0013200	1	1	2
OG0013201	1	1	2
OG0013202	1	1	2
OG0013203	1	1	2
OG0013204	1	1	2
OG0013205	2	0	2
OG0013206	1	1	2
OG0013207	1	1	2
OG0013208	1	1	2
OG0013209	1	1	2
OG0013210	2	0	2
OG0013211	1	1	2
OG0013212	2	0	2
OG0013213	1	1	2
OG0013214	1	1	2
OG0013215	1	1	2
OG0013216	1	1	2
OG0013217	1	1	2
OG0013218	1	1	2
OG0013219	2	0	2
OG0013220	1	1	2
OG0013221	1	1	2
OG0013222	1	1	2
OG0013223	1	1	2
OG0013224	1	1	2
OG0013225	2	0	2
OG0013226	1	1	2
OG0013227	2	0	2
OG0013228	1	1	2
OG0013229	1	1	2
OG0013230	1	1	2
OG0013231	1	1	2
OG0013232	1	1	2
OG0013233	1	1	2
OG0013234	1	1	2
OG0013235	1	1	2
OG0013236	1	1	2
OG0013237	1	1	2
OG0013238	1	1	2
OG0013239	1	1	2
OG0013240	1	1	2
OG0013241	1	1	2
OG0013242	1	1	2
OG0013243	1	1	2
OG0013244	1	1	2
OG0013245	1	1	2
OG0013246	2	0	2
OG0013247	1	1	2
OG0013248	1	1	2
OG0013249	1	1	2
OG0013250	1	1	2
OG0013251	1	1	2
OG0013252	1	1	2
OG0013253	1	1	2
OG0013254	1	1	2
OG0013255	1	1	2
OG0013256	1	1	2
OG0013257	1	1	2
OG0013258	1	1	2
OG0013259	2	0	2
OG0013260	1	1	2
OG0013261	1	1	2
OG0013262	1	1	2
OG0013263	1	1	2
OG0013264	1	1	2
OG0013265	1	1	2
OG0013266	1	1	2
OG0013267	1	1	2
OG0013268	1	1	2
OG0013269	1	1	2
OG0013270	1	1	2
OG0013271	1	1	2
OG0013272	1	1	2
OG0013273	1	1	2
OG0013274	1	1	2
OG0013275	1	1	2
OG0013276	1	1	2
OG0013277	2	0	2
OG0013278	1	1	2
OG0013279	1	1	2
OG0013280	1	1	2
OG0013281	1	1	2
OG0013282	1	1	2
OG0013283	2	0	2
OG0013284	1	1	2
OG0013285	1	1	2
OG0013286	1	1	2
OG0013287	1	1	2
OG0013288	2	0	2
OG0013289	1	1	2
OG0013290	1	1	2
OG0013291	2	0	2
OG0013292	1	1	2
OG0013293	1	1	2
OG0013294	1	1	2
OG0013295	1	1	2
OG0013296	1	1	2
OG0013297	1	1	2
OG0013298	1	1	2
OG0013299	1	1	2
OG0013300	1	1	2
OG0013301	1	1	2
OG0013302	1	1	2
OG0013303	1	1	2
OG0013304	2	0	2
OG0013305	1	1	2
OG0013306	2	0	2
OG0013307	1	1	2
OG0013308	1	1	2
OG0013309	1	1	2
OG0013310	1	1	2
OG0013311	1	1	2
OG0013312	1	1	2
OG0013313	1	1	2
OG0013314	2	0	2
OG0013315	1	1	2
OG0013316	1	1	2
OG0013317	1	1	2
OG0013318	1	1	2
OG0013319	1	1	2
OG0013320	1	1	2
OG0013321	1	1	2
OG0013322	1	1	2
OG0013323	1	1	2
OG0013324	1	1	2
OG0013325	1	1	2
OG0013326	1	1	2
OG0013327	1	1	2
OG0013328	2	0	2
OG0013329	1	1	2
OG0013330	1	1	2
OG0013331	1	1	2
OG0013332	1	1	2
OG0013333	1	1	2
OG0013334	1	1	2
OG0013335	1	1	2
OG0013336	1	1	2
OG0013337	1	1	2
OG0013338	1	1	2
OG0013339	1	1	2
OG0013340	1	1	2
OG0013341	1	1	2
OG0013342	2	0	2
OG0013343	2	0	2
OG0013344	2	0	2
OG0013345	1	1	2
OG0013346	1	1	2
OG0013347	2	0	2
OG0013348	2	0	2
OG0013349	1	1	2
OG0013350	1	1	2
OG0013351	1	1	2
OG0013352	2	0	2
OG0013353	1	1	2
OG0013354	1	1	2
OG0013355	1	1	2
OG0013356	1	1	2
OG0013357	1	1	2
OG0013358	2	0	2
OG0013359	1	1	2
OG0013360	1	1	2
OG0013361	1	1	2
OG0013362	1	1	2
OG0013363	2	0	2
OG0013364	1	1	2
OG0013365	1	1	2
OG0013366	1	1	2
OG0013367	1	1	2
OG0013368	1	1	2
OG0013369	2	0	2
OG0013370	1	1	2
OG0013371	1	1	2
OG0013372	2	0	2
OG0013373	1	1	2
OG0013374	1	1	2
OG0013375	1	1	2
OG0013376	1	1	2
OG0013377	2	0	2
OG0013378	1	1	2
OG0013379	1	1	2
OG0013380	1	1	2
OG0013381	1	1	2
OG0013382	2	0	2
OG0013383	1	1	2
OG0013384	1	1	2
OG0013385	1	1	2
OG0013386	2	0	2
OG0013387	1	1	2
OG0013388	2	0	2
OG0013389	1	1	2
OG0013390	1	1	2
OG0013391	1	1	2
OG0013392	1	1	2
OG0013393	2	0	2
OG0013394	1	1	2
OG0013395	1	1	2
OG0013396	1	1	2
OG0013397	1	1	2
OG0013398	1	1	2
OG0013399	1	1	2
OG0013400	2	0	2
OG0013401	1	1	2
OG0013402	1	1	2
OG0013403	1	1	2
OG0013404	1	1	2
OG0013405	1	1	2
OG0013406	1	1	2
OG0013407	1	1	2
OG0013408	1	1	2
OG0013409	1	1	2
OG0013410	1	1	2
OG0013411	1	1	2
OG0013412	1	1	2
OG0013413	1	1	2
OG0013414	1	1	2
OG0013415	1	1	2
OG0013416	1	1	2
OG0013417	1	1	2
OG0013418	1	1	2
OG0013419	1	1	2
OG0013420	1	1	2
OG0013421	1	1	2
OG0013422	1	1	2
OG0013423	1	1	2
OG0013424	1	1	2
OG0013425	1	1	2
OG0013426	1	1	2
OG0013427	1	1	2
OG0013428	2	0	2
OG0013429	2	0	2
OG0013430	1	1	2
OG0013431	1	1	2
OG0013432	1	1	2
OG0013433	1	1	2
OG0013434	1	1	2
OG0013435	2	0	2
OG0013436	2	0	2
OG0013437	1	1	2
OG0013438	1	1	2
OG0013439	1	1	2
OG0013440	1	1	2
OG0013441	1	1	2
OG0013442	1	1	2
OG0013443	1	1	2
OG0013444	2	0	2
OG0013445	2	0	2
OG0013446	1	1	2
OG0013447	1	1	2
OG0013448	2	0	2
OG0013449	1	1	2
OG0013450	1	1	2
OG0013451	2	0	2
OG0013452	1	1	2
OG0013453	1	1	2
OG0013454	1	1	2
OG0013455	1	1	2
OG0013456	1	1	2
OG0013457	1	1	2
OG0013458	1	1	2
OG0013459	1	1	2
OG0013460	1	1	2
OG0013461	2	0	2
OG0013462	1	1	2
OG0013463	1	1	2
OG0013464	1	1	2
OG0013465	1	1	2
OG0013466	1	1	2
OG0013467	1	1	2
OG0013468	1	1	2
OG0013469	1	1	2
OG0013470	2	0	2
OG0013471	1	1	2
OG0013472	1	1	2
OG0013473	1	1	2
OG0013474	1	1	2
OG0013475	1	1	2
OG0013476	2	0	2
OG0013477	1	1	2
OG0013478	1	1	2
OG0013479	1	1	2
OG0013480	1	1	2
OG0013481	1	1	2
OG0013482	1	1	2
OG0013483	1	1	2
OG0013484	1	1	2
OG0013485	1	1	2
OG0013486	1	1	2
OG0013487	1	1	2
OG0013488	1	1	2
OG0013489	1	1	2
OG0013490	1	1	2
OG0013491	1	1	2
OG0013492	1	1	2
OG0013493	1	1	2
OG0013494	1	1	2
OG0013495	1	1	2
OG0013496	1	1	2
OG0013497	1	1	2
OG0013498	1	1	2
OG0013499	1	1	2
OG0013500	1	1	2
OG0013501	1	1	2
OG0013502	1	1	2
OG0013503	1	1	2
OG0013504	1	1	2
OG0013505	1	1	2
OG0013506	1	1	2
OG0013507	1	1	2
OG0013508	1	1	2
OG0013509	1	1	2
OG0013510	1	1	2
OG0013511	1	1	2
OG0013512	1	1	2
OG0013513	1	1	2
OG0013514	1	1	2
OG0013515	1	1	2
OG0013516	1	1	2
OG0013517	1	1	2
OG0013518	1	1	2
OG0013519	1	1	2
OG0013520	1	1	2
OG0013521	1	1	2
OG0013522	1	1	2
OG0013523	1	1	2
OG0013524	1	1	2
OG0013525	1	1	2
OG0013526	1	1	2
OG0013527	1	1	2
OG0013528	1	1	2
OG0013529	1	1	2
OG0013530	1	1	2
OG0013531	1	1	2
OG0013532	1	1	2
OG0013533	2	0	2
OG0013534	1	1	2
OG0013535	1	1	2
